Id	text	user_location
1027	apa apa bahkan pergi gym baik sehat satu hari vaksin kemudian efek injeksi selesai satu hari pergi gym salah gan	Jember, Jawa Timur
1028	jadi zombie vaksin pusing mual akhir	Jember, Jawa Timur
1029	perintah lalu panjang ppkm darurat bareng giat t testing tracing treatment laku tular peta baik utama cepat vaksinasi bukan	Jember, Jawa Timur
1030	ibu daftar vaksin ikut vaksinasi duduk tempat masuk huni rumah suka	Jepara, Jakarta, Indonesia
1031	dengar dengar x dosis vaksin benar baru mati tanggung jawab	Jkt city
1032	herd immunity yogyakarta target vaksin covid per hari lalu	Jl Jend Sudirman 52 Yogyakarta
1033	kadivpa pantau laksana vaksinasi lengkap rutan cipinang	Jl. Bekasi Timur Raya No.170 C
1034	hari kamis juli pukul       gd smp bpp jl kartini kebon banana kel no kabupaten bandung kota bandung giat booth vaksinasi presisi kota bandung rangka layan sehat bhayangkara negara	Jl. Merdeka 18-20 Bdg 40117
1035	giat vaksin gotong royong pt marktel langsung pt marktel jl sanggar kencana xxiii no kel jatisari camat buah batu kota bandung vaksinasi banyak ratus orang jenis vaksin corona vac sinovac multidose banyak vial	Jl. Merdeka 18-20 Bdg 40117
1036	stan vaksin tepat polri andir rangka bhayangkara health service negara giat sebut laksana rangka transformasi tepat dukung cepat tangan covid masyarakat sehat pulih ekonomi nasional tuju indonesia maju	Jl. Merdeka 18-20 Bdg 40117
1037	laksana vaksin upt puskesmas cibuntu tahap banyak vaksin usia atas tiga bangsal warung muncangcaringin cibuntu aktif rangka cepat vaksinasi masyarakat	Jl. Merdeka 18-20 Bdg 40117
1038	giat gotong royong vaksin telkomsel gedung telkomsel jl soekarno hatta no kel jatisari kec buah batu kota bandung target jumlah orang vaksinasi tiga ratus orang vaksinasi anut m t prokes	Jl. Merdeka 18-20 Bdg 40117
1039	halo sobat sma situasi pandemi covid sma semarang usaha beri lindung optimal teman sma vaksinasi covid sobat sma ikut vaksinasi covid sobat sma lindung indonesia maju	Jl. Pemuda No. 143 Semarang
1040	sma negeri semarang siap vaksin ptm yuk ikut vaksinasi covid hari senin juli sahabat kecil lindung pt sma great indonesia siap maju jadi riah giat link twibbonnya	Jl. Pemuda No. 143 Semarang
1041	masuk kota palu tunjuk kartu vaksin tes antigen negatif	Jl. Tg Dako 17 Palu
1042	kejar target herd immunity pemkab cepat vaksinasi	Jln. Ahmad Yani No. 110 Subang
1043	mau vaksin positif dulu	Jogja
1044	birokrasi indonesia milik kampanye vaksin sangat kuat sistem birokrasi jijik	Jogja | Indonesia
1045	vaksin cukup jangan ajak semua prioritas cara tahap banyak orang tahu daftar vaksin tahu buat apa salah	Jogja | Indonesia
1046	pak vaksin kalau penting banget undang sistem daftar buru buru jatah jatah kalau vaksin salah kalau susah vaksin jangan nyampe program vaksin tutup banyak orang takut akhir bayar vaksin vaksinasi	Jogja | Indonesia
1047	hayoo d ki aq jan ledak erti hati hati kwi nasional lag e le masuk uji pintar noh up penuh syarat kerja orang asing ha san kerja bagai boneka kata vaksin voksan kerucut desak ubah mana nasaqan	Jogja | Indonesia
1048	sistem buat kalau milu pakai undang jadi jelas semua warga tahu vaksin mau akhir akhir sama kalau milu mau pilih mau pilih mau vaksinasi jangan coba coba cepat kampanye	Jogja | Indonesia
1049	vaksinasi ndx indonesia program ono ora min e bagus golek rai lebih baik sebar puskesmas per desa dadi tumpuk orang banyak	Jogja-surabaya
1050	lihat cakup vaksin kalteng populasi minat vaksin tinggi vaksin sedia mungkin provinsi hitam merah lebih suka kira	Jogjakarta
1051	moga vaksin rata luar jawa sini kuota tempat per periode bu tunda	Jogjakarta
1052	iya mba keluar masuk kalimantan tengah wajib pcr vaksin pdhl vaksin e ready	Jogjakarta
1053	pukpuk aku mau vaksin hari iniyyy	Jogjakarta, Indonesia
1054	proses jaga pakai masker hindar ramai buru vaksin	Jombang, Indonesia
1055	tanya puskesmas dekat jadwal rutin vaksinasi	Jombang, Indonesia
1056	proses jaga masker pakai hindar ramai buru vaksin	Jombang, Indonesia
1057	polres bangka gelar stand vaksin presisi mabes polri polres bangka sela sela laksana vaksinasi dosis masyarakat umum	KABUPATEN BANGKA TENGAH
1058	tahap koordinasi insya allah mulai juli mohon doa siap jalan lancar tunggu kirim vaksin menteri sehat	Kab. Sukoharjo
1059	bismillah dulu gan kalau mau vaksin biar jos sembuh dulu	Kabupaten Bandung 
1060	mati empati hati nurani masalah vaksin bayar rektor ui hasil redam kuat netizen moga masalah segera ungkap	Kabupaten Bekasi - Jawa Barat 
1061	update situasi kasus covid vaksinasi covid kabupaten kukar juli lengkap dinas sehat kabupaten kuta kartanegara	Kabupaten Kutai Kartanegara
1062	kate e kalau puskesmas prioritas vaksin	Kalimantan Barat, Indonesia
1063	layan pusat vaksinasi permanen bandara pura ii kagum	Kalimantan Barat, Indonesia
1064	vaksinasi cegah sebar covid	Kalimantan Barat, Indonesia
1065	mau vaksin jadi bangun siang	Kalimantan Barat, Indonesia
1066	vaksinasi cegah tular covid	Kalimantan Barat, Indonesia
1067	benar gan kemarin vaksin isi nik hapal nik jadi lancar	Kalimantan Barat, Indonesia
1068	orang orang sambut vaksinasi terap m terap	Kalimantan Barat, Indonesia
1069	tips tingkat imunitas jam tidur cukup makan atur gizi imbang olahraga penuh vit d c kelola stres banyak minum makan buah sayur ikan vaksin banyak doa baik ibadah banyak sedekah	Kalimantan Barat, Indonesia
1070	ikut tahap vaksin juli lalu ppn mangkat undang ikut vaksin kantor ppn mangkat kamis juli mulai pkl wib jangan lupa bawa ktp kartu vaksin	Kalimantan Barat, Indonesia
1071	atas pandemi vaksinasi	Kalimantan Barat, Indonesia
1072	wal informasi vaksin pertama png redup	Kalimantan Selatan, Indonesia
1073	kalaupun luar bjm kalau tunjuk surat vaksin lewat	Kalimantan Selatan, Indonesia
1074	informasi lokasi vaksin waktu pang wal	Kalimantan Selatan, Indonesia
1075	vaksin tiga	Kalimantan Selatan, Indonesia
1076	lalu tinggal kdd kartu vaksin kada kawa lewat pos blokir	Kalimantan Selatan, Indonesia
1077	padahal betakun ulun vaksin sertifikat ulun akses sertifikat jadi kalau lewat isolasi kasih surat vaksin tya	Kalimantan Selatan, Indonesia
1078	informasi mana dapetin vaksin	Kalimantan Selatan, Indonesia
1079	kapolres kalteng tinjau vaksinasi desa panarung palangka raya	Kalimantan Tengah, Indonesia
1080	kalau informasi ss atas terjemah hangeul terjemah sama tulis gdp rendah vaksinasi rendah populasi infeksi covid gdp per orang tingkat vaksinasi virus corona fyi bukan arti beda	Kalimantan Timur, Indonesia
1081	info vaksin samarinda usia    tahun mana tembok rata rata puskesmas prioritas lansia	Kalimantan Timur, Indonesia
1082	info vaksin samarinda usia    tahun mana tembok rata rata puskesmas utama lansia	Kalimantan Timur, Indonesia
1083	ajar sejarah pandemi nyata bukan konspirasi vaksinasi atas postingan lama upload marak berita konspirasi olah pandemi nyata banyak tolak program vaksinasi masuk tokoh masyarakat pengaruh	Kalimantan Timur, Indonesia
1084	brita opo oooh senang vaksin segera brita buat orang pikir x vaksin aneh	Kalimantan Timur, Indonesia
1085	tolak lupa kata covid bahaya sembuh sendiri kok buat vaksin nusantara buat apa vaksin orang rebut vaksin bahas cara detail	Kalimantan Timur, Indonesia
1086	vaknus bagai vaksin cegah covid lolos uji klinis prosedur ilmiah langgar teori dasar benar	Kalimantan Timur, Indonesia
1087	vaknus bagai vaksin cegah covid lewat uji klinis prosedur ilmiah langgar teori dasar benar	Kalimantan Timur, Indonesia
1088	tuju coba cek mana vaksin covid distribusi dinas sehat provinsi kabupaten	Kaltim
1089	kodim hss serang vaksin covid remaja	Kandangan, Indonesia
1090	serius tanya dokter sebar vaksin palsu bukan langgar sumpah dokter malah cabut gelar malah sulit masyarakat umum	Karanganyar,  Jawa tengah
1091	informasi polisi beda atur ppkm mikro pusat belanja mall pusat dagang sosialisasi vaksin keliling	Karanganyar, Indonesia
1092	dok mau tanya hbs gejala covid ringan langsung vaksin sesuai jadwal beda selesai isolasi baru minggu terima kasih	Karanganyar, Indonesia
1093	hoax edar fb jumlah vaksin moderna amerika kurang indonesia fakta vaksin kirim thp juta dosis juli jt juli total juta dosis	Karanganyar, Indonesia
1094	nah teh pribadi tuju surket vaksin benar benar gaya komunis	Karawang, Jawa Barat
1095	pagi pagi orang bikin hoax paksa vaksin usaha vaksin tangkup kata biar vaksin keluar ah otak cetek	Karawang, Jawa Barat
1096	semua umur vaksinasi laku x efektif cegah covid gejala arti positif lebih banyak papar orang asimptomatik tunjuk gejala apa terima kasih sedia vaksinasi	Kebayoran Baru, Indonesia
1097	vaksinasi hari kota makassar	Kebon Jeruk, Jakarta
1098	sama vaksin btw	Kebumen 
1099	mau proses cari vaksin a z tiap kali signature hilang m	Kebumen, Indonesia
1100	jadi kalau suka arti baca berita mohon cerah beli vaksin merk lebih murah sesuai rekomendasi who cc	Kebumen-Cirebon-Jakarta-Batam
1101	senin kepala binmas aiptu heri pantau laksana tahap vaksinasi puskesmas wah	Kecamatan Welahan
1102	rabu kapolres wah akp susiyanto sama anggota laku pantau laksana vaksinasi pabrik nikki super wah	Kecamatan Welahan
1103	lama juli target vaksinasi tiga puluh ribu orang tiap hari puluh ribu hari hari vaksinasi giat selenggara ojk industri jasa uang se jawa timur grand city surabaya	Kediri, Jawa Timur
1104	jelas vaksin sinovac astrazeneca ustadz adi hidayat lc ma bimbang vaksin silah simak	Kediri, Jawa Timur
1105	turut vaksin sulit malas buat daftar misal terlalu malas daftar	Kemiri, Indonesia
1106	semarang gol a vaksinasi anak laki laki	Kendal, Indonesia
1107	vaksin kerja	Kendari, Indonesia
1108	ngantuk awal vaksin lapar lalu hari lahir makan kemudian	Kendari, Indonesia
1109	waspada hadap provokasi gera giring opini hadap bijak perintah pro islam umat islam vaksin haram ppkm bunuh orang	Khuntien
1110	wah temu pak tahu rekan kantor sistem zonasi pulau provinsi vaksin provinsi tempat tinggal	Khuntien
1111	min daftar vaksin mungkin	Klaten Tengah, Indonesia
1112	vaksin sinovac waktu bulan antibodi turun laku vaksin lanjut bayang berapa untung china pandemi langsung lama	Klaten Utara, Indonesia
1113	klaten simpul bila vaksin tingkat desa min	Klaten, Jawa Tengah
1114	sok bikin regulasi padahal negara baru beri vaksin seluruh duduk	Klaten, Jawa Tengah
1115	jogja alert vaksin masal jec umum kapan agustus tinggal daftar terus datang langsung jec kuota banyak bantu share gan	Klaten,Central Java,Indonesia
1116	vaksinasi rupa salah satu upaya cepat pulih pandemi covid    menteri koperasi koperasi sama jumlah menteri gelar vaksinasi center gedung sebut sejak juni lalu	Kota Banda Aceh, Nangro Aceh D
1117	stok vaksin covid tip aceh puskesmas mulai kosong	Kota Banda Aceh, Nangro Aceh D
1118	jalan jalan as vaksin covid populer kalang masyarakat indonesia tarif mulai rp juta hingga new york apa	Kota Bandung
1119	sekali positif vaksin tetap vaksin ideal tunggu antibodi kurang atur tunda bulan bulan sembuh praktis sempat langsung vaksinasi manfaat tingkat titer antibodi antibodi baru	Kota Bandung, Jawa Barat
1120	laksana vaksinasi laku terus terus tiap kantor lurah arti kurang mobilitas warga atur tiap hari per rw	Kota Bandung, Jawa Barat
1121	eropa umum vaksin covid anak anak spikevax	Kota Bandung, Jawa Barat
1122	memang benar vaksin pertama enak sama sekali tahu apa apa	Kota Bandung, Jawa Barat
1123	pesan vaksin kata daftar vaksin x gagal daftar semua stok banyak jkt	Kota Bandung, Jawa Barat
1124	main sawah main impor laut impor garam main daerah bencana bantu lip service belakang apotik siap import obat vaksin siap import jaga apotek	Kota Bandung, Jawa Barat
1125	mau mana syarat vaksin cari vaksin sana sini kata selesai ribet banget tinggal wakanda coba indonesia bakal begini	Kota Bandung, Jawa Barat
1126	mau mana syarat vaksin cari vaksin sana sini kata tamat ribet banget tinggal wakanda coba indonesia jadi begini	Kota Bandung, Jawa Barat
1127	kena covid gejala ringan dok isoman hari kira kalau mau vaksin nunggu berapa lama	Kota Bandung, Jawa Barat
1128	bagaimana vaksin hari hahaha mana kurang tidur jam	Kota Bandung, Jawa Barat
1129	main sawah main impor laut impor garam main daerah bencana bantu lip service akhir akhir apotik siap impor obat vaksin siap impor jaga apotek	Kota Bandung, Jawa Barat
1130	tenang tahun lalu new normal kata vaksin door to door laku cepat lebih tetap kuat imun vaksin kebal kelompok suka lupa cakap sendiri	Kota Batam, Kepulauan Riau
1131	selamat pagi minta link daftar vaksin pulau riau kota batam terima kasih	Kota Batam, Kepulauan Riau
1132	kakak vaksinasi	Kota Baubau, Sulawesi Tenggara
1133	figc harap main liga italia vaksin covid tanding mau konsekuensi	Kota Bekasi
1134	sayang jenis vaksin khusus umum mungkin harga lebih mahal	Kota Bekasi
1135	pak ppkm henti turut lebih efektif efisien ganti ketat vaksin jalan protokol sehat kendali laku semua tugas level perlu tim khusus keluar uang salam sehat bugar bravo nkri	Kota Bekasi
1136	pak ppkm henti lebih efektif efisien ganti ketat vaksin jalan protokol sehat kontrol laku semua jabat hingga perlu tim khusus keluar uang salam sehat bugar bravo nkri	Kota Bekasi
1137	polres bintan operasi stan vaksinasi keliling siswa smp bintan	Kota Bengkulu, Bengkulu
1138	juli sama muncul informasi a siap vaksin tahu kapan informasi ubah	Kota Depok, Jawa Barat
1139	juli sekarang sertifikat muncul nyata a siap d vaksin ext d telepon cek data sana bilang a diinput data a pihak selenggara	Kota Depok, Jawa Barat
1140	dukung pimpin muhammadiyah gorontalo cepat vaksinasi door to door siswa	Kota Gorontalo, Gorontalo
1141	baik tertawa jenak minggu pagi cerah moga suasana hati hibur tingkat imunitas hadap covid tetap disiplin masyarakat terus tingkat vaksinasi t	Kota Jogja,DIY,Indonesia
1142	tanya vaksin obat covid sulawesi tenggara kepala dinas sehat sultra mau ketemu buru mampir	Kota Kendari, Sulawesi Tenggar
1143	tangan suntik suntik asa perih hari kalau minum air kelapa tahu vaksin sarap pagi	Kota Kendari, Sulawesi Tenggar
1144	kalau riset klinis vaksin negeri riset publik swasta turut mas bud tarik cari investor uji klinis vaknus ivermectin mas bud mungkin kerjasama pt harsen	Kota Makassar
1145	kalla idi makassar program vaksinasi gratis free	Kota Makassar
1146	negara birokrasi butuh fotokopi e ktp banyak covidiot percaya vaksin chip suntik perintah padahal perintah canggih kelola potensi e ktp bahkan pikir perintah mampu habis rakyat satu per satu haha	Kota Makassar, Sulawesi Selata
1147	makassar juli kepala otoritas labuh utama makassar bambang gunawan hadir temu pj gubernur sulawesi selatan kait laksana vaksinasi covid labuh makassar rencana canang kawasan wajib vaksin covid	Kota Makassar, Sulawesi Selata
1148	jangan minum air kelapa vaksin netral apa masuk tubuh cmiiw	Kota Makassar, Sulawesi Selata
1149	lebih hormat banyak manfaat uang keluar buat rusuh indonesia bayar buat hoaks covid vaksin	Kota Makassar, Sulawesi Selata
1150	susah banget lihat konteks lapang anti vax banyak mau kordinasi data kasih undang sukarela vaksin mau percaya vaksin kata	Kota Malang, Jawa Timur
1151	kemarin diberitahu tolak vaksin alas sinovac milik az akhir satu keluarga infeksi covid	Kota Malang, Jawa Timur
1152	covid lebih flu biasa aamiin makanya ayo vaksin vaksin siap tubuh hadap covid naudzubillah papar tubuh siap gejala lebih flu biasa kalimat atas	Kota Malang, Jawa Timur
1153	ppkm panjang vaksin	Kota Malang, Jawa Timur
1154	maaf bro bingung tanya apa masalah aku minta maaf kata pak tampak erti apa vaksin apa tuju	Kota Malang, Jawa Timur
1155	kapan vaksin vaksin mana mana	Kota Malang, Jawa Timur
1156	hukum tegas patuh pak kapolri cek lp nama vaksin vaksin palsu konon bantai masal perintah berita hoax resah reporter sebut tuding bagai tipu dukung lapor sebut bahkan fitnah kaum syiah	Kota Malang, Jawa Timur
1157	vaksin sinovac vaksin pertama bulan juni vaksin rencana hari jumat juli tengah kuat super hasil api moga vaksin jadi kuat penuh	Kota Malang, Jawa Timur
1158	serial data terima ubah waktu waktu tadi besok kena covid akhir pas suntik hari padahal vaksin sabar masa simpan akhir data ubah jadi tahu berapa kali data diupgrade	Kota Malang, Jawa Timur
1159	kerja kopi yogyakarta sempat vaksin daftar semua aman minum kopi nyaman pertama cara bawah ayo beritahu	Kota Malang, Jawa Timur 
1160	kalau vaksin minimal pakai masker	Kota Manado, Sulawesi Utara
1161	perintah jelas cara detail vaksin apa manfaat vaksin jangan paksa rakyat	Kota Manado, Sulawesi Utara
1162	guys sekarang unduh sendiri sertifikat vaksin dasar minta jangan lupa masuk nama tanggal lahir tanggal vaksin pertama valid muncul sertifikat jangan lupa login dulu	Kota Manado, Sulawesi Utara
1163	vaksin corona bukan arti bebas covid tetap kecil pernah vaksin campak jumlah sering buang bukan	Kota Mataram, Nusa Tenggara Ba
1164	vaksinasi rekitt indonesia yuk gabung	Kota Medan, Sumatera Utara
1165	habis vaksin bawa jadi lapar banget makan kali kali tetep lapar	Kota Medan, Sumatera Utara
1166	vaksin aman ppkm pulih masyarakat	Kota Medan, Sumatera Utara
1167	moga sukses vaksin	Kota Medan, Sumatera Utara
1168	vaksin bismillah	Kota Padang, Sumatera Barat
1169	akhir akhir vaksin susah sekali bangun selalu ngantuk	Kota Padang, Sumatera Barat
1170	tanya dulu sekarang dian vaksinasi batuk laku	Kota Pagar Alam, Sumatera Sela
1171	silah kunjung puskesmas dekat jadwal vaksin covid gratis terima kasih	Kota Pekalongan
1172	kepala desa pasang baliho enak era pki kini jadi duta vaksin	Kota Semarang, Jawa Tengah
1173	vaksin lebih pengaruh bund	Kota Semarang, Jawa Tengah
1174	inti vaksin dosis penuh kena covid gejala ringan perlu bantu oksigen lihat tabel mohon koreksi salah	Kota Semarang, Jawa Tengah
1175	puskesmas desa sedia vaksin dosis minggu tahu parpol mana kuota	Kota Semarang, Jawa Tengah
1176	alumni akpol terobos vaksinasi ratus paket sembako	Kota Serang, Banten
1177	cepat vaksinasi sistem baru tenaga sehat bina	Kota Serang, Banten
1178	logika umum virus hiv vaksin kanker vaksin flu tahun tahun vaksin bulan virus covid vaksin banyak padang menu restoran maaf percaya	Kota Serang, Banten
1179	buat sim vaksinasi selalu patuh protokol sehat	Kota Serang, Banten
1180	lama laksana batas giat masyarakat ppkm babinsa koramil kubung kodim solok sertu joni putra pantau giat razia vaksinasi puskesmas tanah garam camat lubuk siarah kota solok selasa	Kota Solok, Sumatera Barat
1181	akhir buru vaksin vaccine	Kota Sorong, Papua Barat
1182	ayo vaksin masa depan sama cerah	Kota Surabaya, East Java
1183	vaksinasi bisnis	Kota Surabaya, Jawa Timur
1184	pirtinyiinyi vaksin surabaya vaksin bingung mau vaksin mana	Kota Surabaya, Jawa Timur
1185	mau vaksin bandara juanda tumpu bahkan antri dini hari hingga jam kerja	Kota Surabaya, Jawa Timur
1186	sertifikat vaksin ambil blt desa	Kota Surabaya, Jawa Timur
1187	ntt khusus masyarakat ujung barat pulau rela ujung timur vaksin	Kota Surabaya, Jawa Timur
1188	minggu kemudian tadi malam tinggal jenguk tanya pak sekarang vaksin dulu kapan vaksin urus masjid bilang takut jarum paksa sentuh	Kota Surabaya, Jawa Timur
1189	ingat kata terlalu andal vaksin atas pandemi hasil salah besar vaksinasi lihat bagai upaya tahan varian virus corona masker prosedur sanitasi tepat lebih selamat	Kota Surabaya, Jawa Timur
1190	undang vaksin pilih apa sedia eh az waktu penuh berita miring syukur aman sekolah tengah sekarang	Kota Surabaya, Jawa Timur
1191	jawa timur tambah dosis vaksin vaksin astrazeneca	Kota Surabaya, Jawa Timur
1192	ingat vaksin racun buat orang sehat bahkan sakit vaksin	Kota Surabaya, Jawa Timur
1193	begini cara bilang beri chip lama vaksin	Kota Surabaya, Jawa Timur
1194	teman tinggal vaksinasi covid langsung langsung rawat ruang gawat darurat icu ventilator tinggal	Kota Surabaya, Jawa Timur
1195	mohon maaf tanya dosis vaksinasi anak mungkin tunda batas vaksin aman sms notifikasi syukron	Kota Surabaya, Jawa Timur
1196	cukup antri vaksin	Kota Surabaya, Jawa Timur
1197	ibu dulu minggu minggu vaksin pertama	Kota Surabaya, Jawa Timur
1198	pan vaksin dswab dulu jadi tahu positif mungkin buat banyak orang sakit vaksinasi mungkin otg vaksin terus	Kota Surabaya, Jawa Timur
1199	penting china kasih uang jajan kalau kasih ngasih gimana cara pesan vaksin china	Kota Surabaya, Jawa Timur
1200	jadi model e pie ambil nomor antri vaksin jadi kalau vaksin virus	Kota Surabaya, Jawa Timur
1201	tanya mungkin sertifikat digital semua selenggara vaksinasi keluar hardcopy	Kota Surabaya, Jawa Timur
1202	q list lho sdhan by link vaksin nusantara	Kota Surabaya, Jawa Timur
1203	ken vaksin sampe mimpi aelah awkwk	Kota Surabaya, Jawa Timur
1204	tiwas gopoh nyata vaksin murah	Kota Surabaya, Jawa Timur
1205	baru jadwal vaksin sangat senang	Kota Surabaya, Jawa Timur
1206	federasi sepak bola italia figc harap main liga italia vaksin covid lebih tanding konsekuensi	Kota Surabaya, Jawa Timur
1207	rip turut bela sungkawa memang orang saran vaksin biadab	Kota Surabaya, Jawa Timur
1208	bahkan kirim sms vaksin	Kota Surabaya, Jawa Timur
1209	sobat mrt kalian vaksin ayo daftar diri kalian vaksin mrt jakarta lewat jaki datang langsung lho bawa ktp luar dki jakarta gampang	Kota Surabaya, Jawa Timur
1210	lihat konvoi kirim vaksin awal ketat yo vaksin yo	Kota Surabaya, Jawa Timur
1211	nah bagaimana surat vaksin pergi mana tanya hasil swab surat vaksin vaksin ayo pergi	Kota Surabaya, Jawa Timur
1212	selamat pagi sobat sesuai gugus tugas se no covid laku mulai juli syarat terbang rute sebut tunjuk kartu vaksin minimal dosis pertama hasil tes pcr negatif ambil sampel maksimal x jam berangkat	Kota Surabaya, Jawa Timur
1213	bunuh semangat bangun pagi hari vaksin lelah dokter untung ayah beri tahu lalu ibu loyo celek pergi puskesmas informasi bukan palsu	Kota Surabaya, Jawa Timur
1214	vaksin surabaya	Kota Surabaya, Jawa Timur
1215	kemarin vaksin selesai efek tidur pergi tidur siang hari perut terus bunyi lapar semua aman bangun pusing	Kota Surabaya, Jawa Timur
1216	dasar salah sejak dulu vaksin bukan obat kalau kurang paham dokter lebih baik diam mas ngobrol sesuai latar belakang didik masing masing	Kota Surabaya, Jawa Timur
1217	vaksin x sini	Kota Surabaya, Jawa Timur
1218	kadrun selalu suka main main fakta tahu sebar hoax kutuk nyata gus najih vaksin bohong tuduh perintah laku bantai lalu vaksin jawab komplot orang orang kafir orang orang munafik	Kota Tangerang - Indonesia. 
1219	sorot ukraina bukan tragedi chernobyl cina sorot wuhan indo peringkat vaksin pdb rendah paling aneh romania gambar bahkan hitung drakula	Kota Tangerang, Banten
1220	tuju utama vaksin bukan sertifikat	Kota Yogyakarta, Yogyakarta
1221	bismillah semua tim vaksin hari sehat semua	Kota Yogyakarta, Yogyakarta
1222	kalo scan foto ambil id card kamera hp grup wa langsung upload foto hasil aplikasi arti balik cuma masalah sertifikat teknis bukan tuju utama vaksinasi	Kota Yogyakarta, Yogyakarta
1223	lalu apa isi formulir sana data nama nama panggil alamat umur foto id ambil ponsel lalu kirim tugas menginput sertifikat tuju utama vaksin bukan sertifikat	Kota Yogyakarta, Yogyakarta
1224	vaksin liv	Kota Yogyakarta, Yogyakarta
1225	mau naik kereta api tanggal ingat syarat vaksin surat terang rw kalau punya surat kuliah inti stempel antigen terima kasih hampir	Kota Yogyakarta, Yogyakarta
1226	halo admin mau minta informasi vaksin bandara dosis pertama cari vaksin kosong dm tweet tanya tanggap bandara	Kota Yogyakarta, Yogyakarta
1227	halo admin mau tanya vaksin bandara dosis pertama cari mana mana kosong kabar dm tweet tanggap admin mohon tanggap min	Kota Yogyakarta, Yogyakarta
1228	kalau vaksin tawar dosis booster pfizer ambil penting sekarang vaksin x	Kraksaan, Indonesia
1229	kalau vaksin tawar dosis booster pfizer ambil penting sekarang vaksin sedia x	Kraksaan, Indonesia
1230	bisnis vaksin mana uji cepat orang sehat kejar uji obat beri potensi interaksi buruk mati semua orang vaksin chinofvck beli broker jual habis	Kraton, Indonesia
1231	dosa stang milik vaksin	Kulon Progo, Yogyakarta
1232	hai sobat polri khusus warga kulon progo ikut informasi laksana vaksinasi dosis klinik pratama polres kulon progo bulan juli giat vaksinasi mulai pukul wib selesai	Kulon Progo, Yogyakarta
1233	vaksinasi anak anak kulon progo sekolah jadi pusat vaksin detikcom	Kulon progo
1234	babi anti vaksin babi haram banyak buru buru buat vaksin wkwkwk	Kuningan
1235	bajing benar benar niat gagal program vaksin arti orang biadab tingkat dewa	Kuningan
1236	mohon maaf mau tanya jadi atur bulan papar benar jaga efektivitas vaksin hadap tubuh beri sempat papar vaksin lebih ingat ug bukti milik antibodi alami	Kuningan, Indonesia
1237	kalau bulan apa dampak vaksin prioritas papar	Kuningan, Indonesia
1238	bingung vaksin sekarang nunggu bulan bulan lalu nyata positif dilema atur bulan takut bulan depan vaksin habis gimana ingat indonesia apa jadi walaupun putus perintah hehe	Kuningan, Indonesia
1239	vaksin cepat sesuai atur tunggu bulan bulan lalu nyata negatif vaksin cepat tenang ingat stok batas	Kuningan, Indonesia
1240	jadi nunggu bulan vaksin batas bukan efektivitas vaksin tubuh papar dilema vaksin sekarang tunggu total bulan papar	Kuningan, Indonesia
1241	kok sertifikat vaksin papa ku vaksin semua sms padahal papa ku penuh vaksin gimana	Kuningan, Indonesia
1242	arti bukan alas medis kak kata vaksin segera masalah	Kuningan, Indonesia
1243	bulan kena virus nyata negatif langsung vaksin	Kuningan, Indonesia
1244	maaf mau tanya jadi atur bulan papar benar jaga efektivitas vaksin hadap tubuh beri sempat papar vaksin lebih ingat ug bukti milik antibodi alami	Kuningan, Indonesia
1245	jadi atur buat batas vaksin kak bukan efektivitas vaksin hadap tubuh	Kuningan, Indonesia
1246	arti bukan alas medis kak kata vaksin segera apa apa	Kuningan, Indonesia
1247	jadi nunggu bulan vaksin batas bukan efektif vaksin tubuh papar dilema vaksin sekarang tunggu total bulan bulan papar	Kuningan, Indonesia
1248	arti bener jangan nunggu bulan baru akhir bulan nunggu pas covid mau segera vaksin	Kuningan, Indonesia
1249	temu vaksin bayar mati batal mati kemudian terima kasih mati buat gatal	Kuningan, Jakarta Selatan
1250	mohon informasi vaksinasi kuningan jawa barat west	Kuningan, Jawa Barat
1251	heran banyak orang kaya pergi amerika mana orang orang vaksinasi buat china	Kuta Raja, Indonesia
1252	lebih buruk orang pilih vaksin	Kuta Raja, Indonesia
1253	min jual beli sertifikat vaksin ngaku lewat database	Kuta, Indonesia
1254	hati hati berita hoax hoax bawa maut	Kutai Kartanegara, Kaltim
1255	moga cepat sembuh indonesia kutuk manfaat momen panik kutuk jabat curi rupiah uang negara tangan covid kutuk anti vaksin konspirasi	Labuanbajo
1256	kemarin ibu bu th pak datang vaksin discreening isi form pas mau suntik suruh pulang bawa fotocopy ktp padahal bawa ktp asli minta bilang baik baik tetap tolak suruh pulang hari sore	Lamongan - Yogyakarta
1257	bawa surat vaksin pc	Lampung
1258	selesai buzzerps sekarang berita dulu	Lampung - DKI Jakarta
1259	nah benar kurang efektif butuh banyak uang efektif awal cerita vaksin antivax makin anti lalu aktris meski banyak suka gak jamin mau nonton gen z jarang nonton tv	Lampung, Indonesia
1260	vaksinasi minum obat tiap hari	Lampung, Indonesia
1261	x vaksin vaccine	Lampung, Malang, Bandung. 
1262	sayang kalau vaksin lengkap serang covid	Langit dan bumi
1263	sore sore semua isu hoaks vaksin tonton video selesai ingat tetap sehat ikut prosedur ingat pandemi akhir salam	Langkat, Sumatera Utara
1264	tanya bus jawab vaksin	Lembang bandung
1265	aku bikin ktp gampang banget coba aja kalau gampang bikin ktp kayak ktp mungkin luar sana komplain susah lama bikin ktp kk turut begini lebih penting ktp vaksin laku ktp bukan npwp	Lintang Kanan, Indonesia
1266	kalau asam lambung vaksin guys	Lombok
