Id	text	user_location
1267	lengkap surat vaksin rabies surat terang sehat tangkar	Lombok Barat, Nusa Tenggara Ba
1268	tka bukan punya strp banyak vaksin aman	Lombok Barat, Nusa Tenggara Ba
1269	larang vaksinasi jangan ancam nyata	Lumajang
1270	informasi vaksin daerah sby sda dong rek seng isok gawe ktp ndi ae	Lumpur Lapindo
1271	sat set bat bet gas pool vaksin	Magelang
1272	vaksinasi cov rs pku muhammadiyah daftar buka mulai juli informasi link daftar hari juli tutup daftar lanjut juli mulai pkl wib rajin cek link daftar	Magelang - Yogyakarta - PP
1273	vaksin sedia stok vaksin sedia	Magelang ⇆ Cilacap
1274	kok ngambil vaksin masal tau selesai isomik dulu sesuai kriteria hari asimtomatik hari gejala muncul lebih hari gejala hilang hari gejala	Magelang, Jawa Tengah
1275	banyak temu kasus darurat bandara orang keluarga tinggal jawa tahan masalah vaksin pcr keluar tempat pcr buka makin sulit datang pulang	Magelang-Yogyakarta,Indonesia
1276	sibuk mikirin vaksin konspirasi covid lupa mikir tuhan buat hidung tunduk alhamdulilah banyak kuliah pagi hari	Magetan, Indonesia
1277	sebi trade sebi day back vaksin a	Majalengka, Indonesia
1278	banyak tanya vaksin haha	Majalengka, Indonesia
1279	mahasiswa dukung vaksinasi lawan jokowi	Majene, Sulawesi Barat
1280	jumlah organisasi guru dukung vaksinasi didik juang jokowi	Majene, Sulawesi Barat
1281	vaksin sekarang gilir tarung jokowi	Majene, Sulawesi Barat
1282	ayo vaksinasi sangat penting laku herd immunity lawan jokowi	Majene, Sulawesi Barat
1283	cegah tular varian corona vaksinasi protokol sehat juang sama jokowi	Majene, Sulawesi Barat
1284	cari tadi malam surat edar baru artikel kait semangat antar camat bawa kartu vaksin hihiiii	Makale, Indonesia
1285	cari cari tadi malam surat edar baru artikel kait semangat antar camat bawa kartu vaksin lol	Makale, Indonesia
1286	bangun herd immunity ilham azikin dorong organisasi pemuda vaksinasi	Makasar, Indonesia
1287	masalah vaksin baca undang undang sehat sangat jelas atur bos	Makassar
1288	lama larang nafas vaksin	Makassar
1289	lama larang nafas kalau vaksin	Makassar
1290	lihat ratus orang rebut vaksin	Makassar
1291	kompas tv rumah sakit terima vaksin palsu	Makassar
1292	bagaimana dok	Makassar, Balikpapan
1293	postingan baru kalla bangun kolaborasi buat program vaksin gratis publikasi pesan baca	Makassar, Indonesia
1294	ayo vaksin guys	Makassar, Indonesia
1295	efek vaksin bangun zombie lapar	Makassar, Indonesia
1296	detektor vaksinasi lengkap youtube jaring nasional fajar sama dzaqi akbar studio pasien zakir buka proyek balik pandemi talk in news	Makassar, Sulawesi Selatan
1297	mau vaksin kota makassar cc tabe silah daftar lalu link bantu like retweet siapa tau saudara butuh	Makassar, sulsel, Indonesia
1298	vaksin mami selamat makassar lihat cara beberapa keluarga infeksi kasus aktif tingkat hari hari sadar	Makassar,indonesia
1299	salah vaksin primer minimal mungkin mati tuju sekunder tersier cegah sakit tular proses masker jaga jarak ramai kurang tular putus mungkin besar mati	Makassar-BSD
1300	terima dosis vaksin walikota malang optimal kuat mikro target vaksinasi	Malang
1301	harap segera vaksin aneh banget kalau kota sistem beda arti koordinasi koheren	Malang
1302	indonesia tinggal tahun lalu fungsi lamban lumpuh fokus kuat industri buat vaksin	Malang
1303	antri vaksin puskesmas singosari jam antri panjang	Malang
1304	ppkm lebih longgar beberapa sektor ekonomi jalan aktivitas langkah penting masalah sehat bantu tertib protokol sehat vaksin sempat	Malang
1305	evaluasi ppkm tingkat bupati jombang sebut sembuh tingkat satu persen mati dominasi pasien vaksinasi read more	Malang
1306	sejak kemarin lokasi vaksinasi puskesmas sama pindah kantor radar malang	Malang
1307	datang semua jadwal ubah bahkan babinsa sendiri beri informasi detail bawa sertifikat kartu vaksin perhati sama vaksin tanggal tolak tahu	Malang
1308	sektor gelut dunia dagang kena dampak awal pandemi henti orang beberapa kerja rangkap proses ketat wajib karyawan vaksinasi	Malang
1309	wkqw jadi mill one mending keluar kerja undur diri drpada jam ikut atur vaksinasi wajib dr bos tohok jenak	Malang
1310	kata dosen vaksin tubuh lebih rentan kena cvd antibodi bentuk bulan vaksin jadi vaksin jangan liar dulu tetap rumah makan banyak makan gizi	Malang
1311	jangan terlalu takut covid kata kata bijak ucap orang rasa ganas covid lingkung keluarga penting hati hati hati hati orang hati hati vaksinasi segera mungkin kena masker tiap kali laku	Malang
1312	akhir vaksin dosis pertama mak nyuss jarum masuk lengan kiri ra kroso blas jarum e uplik sik tusuk gigi besar biasa donor darah padahal lama donor kira kira	Malang
1313	wow negara apa rumit atur irlandia kemarin bawa vaksin ponsel foto fungsi	Malang - Sidoarjo
1314	sejak awal kata sejak vaksin datang isu mati akibat pandemi kait akses vaksin negara kaya rugi beli vaksin negara miskin teriak ld protokol blablabla busa masalah	Malang, Indonesia
1315	salah tempat banyak vaksin vaksin posyandu a wkwk	Malang, Indonesia
1316	mafia vaksin lapor tunda beberapa daerah dosis vaksin	Malang, Jawa Timur
1317	hari jadwal vaksin tahap tanya tanya warga puskesmas tanda tanda stok vaksin kapan lokasi mollo utara timor tengah selatan ntt kamu kota kupang padahal antusiasme masyarakat hadap vaksin sangat tinggi	Malang, Jawa Timur
1318	sobat vaksin kepanjen hari sisa kuota masyarakat umum ktp kabupaten malang daftar	Malang, Jawa Timur
1319	wah hebat jadi ribu stok vaksin orang risk taiye	Malang, Jawa Timur
1320	vaksin bebek sinjay	Malang, Jawa Timur
1321	unjung desa tiap hari buat tanya tanya kapan lek laut muncul pikir orang orang paham aneh vaksin	Malang, Jawa Timur
1322	selamat pagi sahabat twitland patuh disiplin proses laksana vaksinasi keluarga hindar virus corona henti sebar orang salam sehat bahagia	Malang, Jawa Timur
1323	jakarta on the track banyak ahli asn mandiri arah kepala daerah tepat fokus luar dki luar pulau hoaks virus vaksin kuat edar	Malang, Jawa Timur
1324	penting vaksin pertama rata kabar larut larut entah kapan vaksin merek bulan jelajah bahan dunia entah kapan gantung pandemi indonesia makin kontrol isolasi dunia	Malang, Jawa Timur
1325	pandemi covid kendali kini perintah usaha laku	Malang, Jawa Timur
1326	cosplay bagai satgas desa mau vaksin tingkat pls mau nongkrong depan rumah aman	Malang, Jawa Timur
1327	orang anti vaksin	Malang, Jawa Timur
1328	vaksin rasa putri tidur	Malang, Jawa Timur
1329	malang hari cari vaksin malang sulit bukan orang asli malang yeahh	Malang, Jawa Timur
1330	sangat takut tiap hari orang tinggal min orang milik awat sehat vaksin oke	Malang, Jawa Timur
1331	banser terus gerak satkorcab jakarta barat banser bantu pcnu jakarta barat giat vaksinasi warga alhamdulillah jalan lancar sukses masjid agung kh hasyim asy ari daan mogot cengkareng jakarta barat	Maluku Utara
1332	vaksin lebih sakit kamu bukan pertama hehe	Manado
1333	kabar baru kamar dagang industri indonesia perintah buka giat usaha vaksinasi kerja	Manado
1334	rahmad handoyo ppkm momentum tingkat vaksinasi	Manado
1335	bukan soal benar pak jelas takut bukan kyai ustadz bahkan masyarakat paling bijak ragu covid vaksin hadap perintah soal tangan biarpun elit bisnis benar	Mandau, Indonesia
1336	selalu bangga inspirasi gaya pimpin bapak hampir tiap hari turun lapang program vaksinasi tepat sasar jalan lancar	Manokwari, Papua Barat
1337	selalu bangga inspirasi gaya pimpin bapak hampir tiap hari turun lapang program vaksinasi tepat sasar jalan lancar pimpin sering turun tingkat imunitas masyarakat rasa hadir pimpin	Manokwari, Papua Barat
1338	pegal perlu pijat vaksin biar lebih aman	Medan
1339	duta vaksin positif hehehehe	Medan
1340	benar cari obat bukti tiap kali pikir orang percaya presiden laku undang undang karantina beri orang vaksin baik	Medan Baru, Indonesia
1341	jalan instruksi presiden tekan penting upaya kait tangan pandemi covid disiplin protokol sehat cepat program vaksinasi	Medan Baru, Indonesia
1342	data lansir gubernur dki jakarta rapat koordinasi rabu tunjuk efektivitas vaksin hadap cegah infeksi tular virus covid   	Medan Baru, Indonesia
1343	menghimbau masyarakat vaksin segera daftar ikut vaksinasi covid	Medan Baru, Indonesia
1344	menkominfo lapor gubernur dki jakarta bukti vaksinasi cara signifikan turun angka mati menteri komunikasi informatika johnny g plate imbau masyarakat vaksin segera daftar ikut vaksinasi covid	Medan Baru, Indonesia
1345	kata lapor gubernur jakarta bukti vaksinasi cara signifikan kurang angka mati akibat virus covid	Medan Baru, Indonesia
1346	menkominfo imbau masyarakat lebih disiplin terap protokol sehat segera ikut vaksinasi perintah komitmen cepat salur bantu sosial masyarakat butuh	Medan Baru, Indonesia
1347	program bansos tunai nontunai mulai salur masyarakat salur bansos menkominfo imbau masyarakat lebih disiplin laksana protokol sehat segera ikut vaksinasi	Medan Baru, Indonesia
1348	ketua gugus tugas tangan covid    prokes disiplin ikut imunisasi sama jokowi	Medan Kota, Indonesia
1349	dukung cepat vaksinasi siswa sma satria jakbar vaksinasi ppkm kuat imunitas	Medan Kota, Indonesia
1350	pikir antuk vaksin tahu hobi baring	Medan Kota, Indonesia
1351	dukung vaksinasi massal anak kampus dorong wujud ajar sama tatap muka dukung jokowi	Medan Kota, Indonesia
1352	kondisi indonesia bebas varian delta sri mulyani vaksin program ppkm kuat imunitas	Medan Kota, Indonesia
1353	presiden dorong cepat vaksinasi ajar smp sma juang sama jokowi	Medan Kota, Indonesia
1354	ketua gugus tugas cepat tangan covid    disiplin prokes ikut vaksinasi sama dukung jokowi	Medan Kota, Indonesia
1355	masyarakat dukung vaksinasi keluar krisis akibat pandemi ppkm indonesia sehat	Medan Kota, Indonesia
1356	dukung cepat herd immunity redup ikut sosialisasi vaksinasi ppkm covid pulih masyarakat	Medan Kota, Indonesia
1357	ribu ajar smp sma se kota bandung ikut imunisasi massal ppkm indonesia sehat	Medan Kota, Indonesia
1358	era mukidi fungsi aparatur negara amburadul bin bagai surveyor vaksin tentara produksi baliho tunggu orang makan sedang presiden jadi pak	Medan Merdeka Timur
1359	dampak terlalu bahaya banyak teman kena covid biasa vaksin lemah tubuh mulai bentuk kebal vaksin rata rata sembuh mati lho kawan	Medan Petisah, Indonesia
1360	sulit vaksin banyak gagal vaksin	Medan Petisah, Indonesia
1361	lihat dulu gan merk vaksin bener masuk tubuh jangan cuma pake jarum suntik obat masuk banyak orang nakal tau apa niat penting hati vaksin aman jadi moga herd immunity cepat capai tanah air	Medan Petisah, Indonesia
1362	masuk percaya virus nyata rekayasa global pandemi nyata perintah ambil bijak vaksin bagai warga negara wajib dukung apa risiko minggu depan vaksin	Medan Petisah, Indonesia
1363	kenal kerabat pulang jakarta acara tugas lapang ppkm surat vaksin turun tempat tidur vaksin habis kena covid kena mental sakit akibat pandemi	Medan, Indonesia
1364	pernah tanya puskesmas tempat vaksin durasi maksimal vaksin tanggal tetap bulan jadi bilang walaupun sesuai tanggal	Medan, Sumatera Utara
1365	iya anak sma	Medan- Indonesia
1366	ketua umum dukung presiden pro rakyat bukan dukung lembaga rancang pandemi covid mafia vaksin sehat menteri pro kkn bijak bungkam demonstrasi pemuda mahasiswa	Menteng, Indonesia
1367	hindar ramai jaga jarak pakai masker hingga vaksinasi rupa bentuk ikhtiar ciri fitrah orang iman sabda nabi muhammad shalallahu alaihi wassalam laku bahaya diri sendiri orang	Menteng, Indonesia
1368	kata aqil siradj orang ustadz kata vaksinasi bantai masal	Muara Bungo, Indonesia
1369	ketua dpr ri harap segera vaksin corona anak bawah    tahun	Musi Rawas Sumatera Selatan
1370	ambil vaksin bulan juli coba cek websitenya sertifikat	Mustika jaya, Bekasi
1371	tolak larang mudik tolak ppkm tolak vaksin paling sinis salah perintah	NIAS
1372	giveaway diamond ml vaksin covid syarat follow me rep ksh tunjuk bukti vaksin tinggal pilih salah pilih mau kartu vaksinasi dm sertifikat orang untung akhir senin pukul wib gudlak	Nganjuk, Indonesia
1373	satu lawan covid bantu perintah sukses vaksinasi nasional	Nganjuk, Indonesia
1374	anggota polisi karangjati laksana aman buat vaksin labkesda camat ngawi karangjati	Ngawi, Indonesia
1375	informasi on astrazeneca vaccine in the ngawi magetan area madiun without domicile requirements	Ngawi, Indonesia
1376	batiwanwil koramil nogosari peltu suyatno sama koptu supriyadi aktif laku entry data vaksin rangka serang vaksinasi jenis sinovac tni polri masyarakat asrama haji donohudan	Nogosari, Indonesia
1377	ohawawa imouto jadwal sama btw vaksin jam berapa	North Sumatra, Indonesia
1378	vaksin patut terima kasih semua pihak juang datang vaksin benar benar bayang situasi langsung juang layak apresiasi baik	North Sumatra, Indonesia
1379	kuat kualitas sistem kebal tubuh tidur cukup jam hari makan atur gizi imbang olahraga jemur banyak minum stres begadang tingkat asupan vitamin d c mineral misal makan banyak sayur ikan laut cuci hidung vaksin	North Sumatra, Medan
1380	pilih vaksin rasa vaksin baik sekarang	Nuhakepa, Indonesia
1381	jawab banyak wakil hipertensi ibu hati pak hipertensi semua vaksin bawa sop bawah rutin minum obat kontrol	Nuhakepa, Indonesia
1382	partai adil sejahtera prima dukung langkah presiden joko widodo batal rencana vaksinasi bayar mulai presiden wakil presiden gubernur seluruh jabat tinggi negara lama satu bulan kata wasekjend prima rudi hartono	Nusa Tenggara Barat, Indonesia
1383	bantu ibu jawab iya ibu vaksin sinovac suntik aman ngantuk lapar malah lebih sehat tambah makan banyak abang makan vaksin az baru suntik habis vaksin antuk enak badan tambah rasa sakit tempat sunti	Nusa Tenggara Timur, Indonesia
1384	jauh baca isoman vaksin jadi cerita alam suami kena suami vaksinasi kantor bulan maret vaksinasi bulan april salah satu masjid banjarmasin dinas sehat kantor flyer cek ig dinas sehat kota banjarmasin	Nusantara
1385	rasa efek sama sekali vaksin pertama pak sedang vaksin badan langsung turun demam demam kata gubernur efek samping dosis lebih asa dosis	PALEMBANG
1386	kunjung stand vaksinasi polri kapolres ponorogo ingat warga tetap waspada	Pacitan, Indonesia
1387	misi kalian promosi mau print sertifikat vaksin bentuk kartu atm ktp jom dm wa no	Padang Barat, Indonesia
1388	misi kalian promosi mau print sertifikat vaksin bentuk kartu atm ktp jom dm wa at	Padang Barat, Indonesia
1389	doa hari sabtu vaksin marah kalau izin hahahah	Padang Timur, Indonesia
1390	kata vaksin laku bagaimana laku sendiri	Padang Utara, Indonesia
1391	orang vaksinasi tolak masuk lapang	Padang, Sumatera Barat.
1392	vaksin kemarin swab hari moga baik baik	Pagaralam
1393	tunggu vaksin tiga	Pagelaran, Malang
1394	serah masyarakat situasi segera akhir pilih jaga jarak pakai masker cuci tangan jaga daya tahan tubuh kuat olahraga jemur makan makan gizi plus vaksinasi mudah baik	Pakuan Ratu, Indonesia
1395	buat judul berita vaksin jangan negatif vibrasi positif aja biar sehat selalu	Palangka Raya, Indonesia
1396	vaksin data masuk nomor tiket pakai kontak e mail pedululindungi respon panggil gagal lalu bagaimana	Palembang
1397	sekarang kalau bilang benar macam macam tetap jalan tugas sehat sendiri positif semua komunikasi publik mana makin banyak komobird mati akibat tes vaksin vaksinasi banyak tinggal	Palembang
1398	anak vaksinasi	Palembang
1399	soal stok vaksin daerah luar jawa kondisi hampir sama suplai pusat batas banyak vaksin	Palembang - Indonesia
1400	kalau sumsel pas orang sadar mau vaksin senang hati vaksin ehhh stok kosong tanya puskesmas dekat kata kirim pak padahal bantu ikut promosi vaksinasi perlu tahu bukan satgas covid soal satgas banyak pamer rompi	Palembang City
1401	rasa kebal tahu vaksin	Palembang City
1402	datang jam orang antri vaksin luar biasa	Palembang, Indonesia
1403	vaksin nyata ngantuk mimpi ketemu almarhum kakek	Palembang, SUM-SEL, Indonesia
1404	buah buah sayur sayur vitamin olahraga madu semua bagus bukan ganti vaksin vaksinasi segera mungkin ambil merek vaksin apa sedia	Palembang, South Sumatra
1405	cover tempo video replay vaksin timang timang astrazeneca	Palmerah, DKI Jakarta
1406	lindung seluruh warga negara indonesia perintah cepat program vaksinasi nasional cepat selesai bentuk herd immunity situasi capai kondisi pandemi nyata akhir dukung jokowi	Palu sulawesi tengah
1407	realisasi anggar vaksinasi sampang efektif	Pamekasan
1408	abai vaksinasi gagal ambil bst	Pamekasan
1409	swab negatif bulan juni jadwal vaksin agustus gas	Pamulang
1410	ioc sadar banyak atlet negara tinggal vaksin atlet tolak vaksin siapa	Pamulang, Indonesia
1411	fyi atlet olimpiade olimpiade wajib vaksinasi ioc dorong semua atlet ikut program vaksinasi negara masing masing	Pamulang, Indonesia
1412	jadi tangkal vaksin minum vaksin	Pangkajene Kepulauan, Sulawesi
1413	yuk warga sulsel ikut vaksin tulis waktu tempat guys	Pangkalan Baru, Indonesia
1414	sertifikat vaksin menteri sehat bukan syarat administrasi apa lalu	Pangkalan Pisang - SIAK
1415	padahal benar banyak surat edar polisi instansi perintah jadi sertifikasi vaksin bagai salah satu syarat selenggara administrasi	Pangkalan Pisang - SIAK
1416	padahal benar banyak surat edar polisi instansi perintah jadi sertifikasi vaksin bagai syarat urus administrasi	Pangkalan Pisang - SIAK
1417	vaksin bagus sakit	Pangkep-Makassar
1418	tinggal vaksin	Papua, Indonesia
1419	vaksinasi siswa lanjut	Parigi, Indonesia
1420	jadwal vaksin hari bahkan kemarin dada kanan sakit	Patemon, Gunungpati, Semarang
1421	sholat subuh jalur vaksin temu mantan	Pati,jawa tengah
1422	sholat subuh antri vaksin temu mantan	Pati,jawa tengah
1423	jgnla banding vaksin dorong lebih banyak orang malaysia vaksin	Pearl Island
